,Date,Predicted cases
0,08/16/2020,21472570
1,08/17/2020,21659051
2,08/18/2020,21821593
3,08/19/2020,21943111
4,08/20/2020,22034056
5,08/21/2020,22102178
6,08/22/2020,22152922
7,08/23/2020,22190327
8,08/24/2020,22217908
9,08/25/2020,22238253
10,08/26/2020,22253258
