,Date,Predicted cases
0,09/03/2020,26059065
1,09/04/2020,26216252
2,09/05/2020,26354565
3,09/06/2020,26476342
4,09/07/2020,26583622
5,09/08/2020,26678142
6,09/09/2020,26761424
7,09/10/2020,26834833
8,09/11/2020,26899557
9,09/12/2020,26956638
10,09/13/2020,27006991
