,Date,Predicted cases
0,10/27/2020,43598033
1,10/28/2020,43688242
2,10/29/2020,43771762
3,10/30/2020,43849139
4,10/31/2020,43920820
5,11/01/2020,43986577
6,11/02/2020,44046699
7,11/03/2020,44101676
8,11/04/2020,44151970
9,11/05/2020,44197981
10,11/06/2020,44240095
