,Date,Predicted cases
0,07/21/2020,14684741
1,07/22/2020,14843733
2,07/23/2020,14988460
3,07/24/2020,15120404
4,07/25/2020,15240862
5,07/26/2020,15350970
6,07/27/2020,15451739
7,07/28/2020,15544054
8,07/29/2020,15628708
9,07/30/2020,15706403
10,07/31/2020,15777769
