,Date,Predicted cases,Predicted day newCases
0,11/05/2020,48171563,0
1,11/06/2020,48661868,490305
2,11/07/2020,49160684,498816
3,11/08/2020,49667833,507149
4,11/09/2020,50184336,516503
5,11/10/2020,50711267,526931
6,11/11/2020,51249775,538508
7,11/12/2020,51801106,551331
8,11/13/2020,52366593,565487
9,11/14/2020,52947687,581094
10,11/15/2020,53545705,598018
