,Date,Predicted cases,Predicted day newCases
0,01/01/2021,83963772,0
1,01/02/2021,84616381,652609
2,01/03/2021,85264346,647965
3,01/04/2021,85908758,644412
4,01/05/2021,86546044,637286
5,01/06/2021,87177144,631100
6,01/07/2021,87803089,625945
7,01/08/2021,88424850,621761
8,01/09/2021,89043398,618548
9,01/10/2021,89659644,616246
10,01/11/2021,90274489,614845
