,Date,Predicted cases,Predicted day newCases
0,10/31/2020,45667780,0
1,11/01/2020,46074611,406831
2,11/02/2020,46449432,374821
3,11/03/2020,46794539,345107
4,11/04/2020,47112666,318127
5,11/05/2020,47406251,293585
6,11/06/2020,47677451,271200
7,11/07/2020,47928202,250751
8,11/08/2020,48160248,232046
9,11/09/2020,48374791,214543
10,11/10/2020,48573253,198462
