,Date,Predicted cases,Predicted day newCases
0,11/21/2020,57705979,0
1,11/22/2020,58297697,591718
2,11/23/2020,58876159,578462
3,11/24/2020,59442267,566108
4,11/25/2020,59997010,554743
5,11/26/2020,60541324,544314
6,11/27/2020,61076077,534753
7,11/28/2020,61596734,520657
8,11/29/2020,62103331,506597
9,11/30/2020,62596836,493505
10,12/01/2020,63078063,481227
