,Date,Predicted cases,Predicted day newCases
0,11/29/2020,62730725,0
1,11/30/2020,63231439,500714
2,12/01/2020,63719806,488367
3,12/02/2020,64196866,477060
4,12/03/2020,64663606,466740
5,12/04/2020,65120917,457311
6,12/05/2020,65569658,448741
7,12/06/2020,66010615,440957
8,12/07/2020,66444527,433912
9,12/08/2020,66872105,427578
10,12/09/2020,67293394,421289
