,Date,Predicted cases
0,08/24/2020,23441581
1,08/25/2020,23640135
2,08/26/2020,23827497
3,08/27/2020,24004637
4,08/28/2020,24172410
5,08/29/2020,24331580
6,08/30/2020,24482829
7,08/31/2020,24626766
8,09/01/2020,24763943
9,09/02/2020,24894857
10,09/03/2020,25019953
