,Date,Predicted cases
0,10/14/2020,38197063
1,10/15/2020,38432143
2,10/16/2020,38652011
3,10/17/2020,38857917
4,10/18/2020,39050965
5,10/19/2020,39232169
6,10/20/2020,39402413
7,10/21/2020,39562530
8,10/22/2020,39713254
9,10/23/2020,39855257
10,10/24/2020,39989156
