,Date,Predicted cases
0,08/10/2020,19845788
1,08/11/2020,20074503
2,08/12/2020,20299879
3,08/13/2020,20522415
4,08/14/2020,20742591
5,08/15/2020,20960864
6,08/16/2020,21177673
7,08/17/2020,21393446
8,08/18/2020,21608608
9,08/19/2020,21823619
10,08/20/2020,22038893
