,Date,Predicted cases
0,10/01/2020,34029923
1,10/02/2020,34210035
2,10/03/2020,34380379
3,10/04/2020,34541665
4,10/05/2020,34694516
5,10/06/2020,34839518
6,10/07/2020,34977190
7,10/08/2020,35108009
8,10/09/2020,35232428
9,10/10/2020,35350838
10,10/11/2020,35463614
