,Date,Predicted cases,Predicted day newCases
0,11/26/2020,60526942,0
1,11/27/2020,61057092,530150
2,11/28/2020,61578763,521671
3,11/29/2020,62092750,513987
4,11/30/2020,62599825,507075
5,12/01/2020,63100701,500876
6,12/02/2020,63596080,495379
7,12/03/2020,64086624,490544
8,12/04/2020,64572954,486330
9,12/05/2020,65055706,482752
10,12/06/2020,65532267,476561
