,Date,Predicted cases,Predicted day newCases
0,01/07/2021,88048288,0
1,01/08/2021,88467701,419413
2,01/09/2021,88824380,356679
3,01/10/2021,89127938,303558
4,01/11/2021,89386405,258467
5,01/12/2021,89606603,220198
6,01/13/2021,89794252,187649
7,01/14/2021,89954202,159950
8,01/15/2021,90090421,136219
9,01/16/2021,90206455,116034
10,01/17/2021,90305318,98863
