,Date,Predicted cases,Predicted day newCases
0,11/15/2020,54110061,0
1,11/16/2020,54871042,760981
2,11/17/2020,55666495,795453
3,11/18/2020,56499270,832775
4,11/19/2020,57372463,873193
5,11/20/2020,58290119,917656
6,11/21/2020,59255676,965557
7,11/22/2020,60274474,1018798
8,11/23/2020,61352591,1078117
9,11/24/2020,62497024,1144433
10,11/25/2020,63715805,1218781
