,Date,Predicted cases,Predicted day newCases
0,01/10/2021,90281904,0
1,01/11/2021,90774637,492733
2,01/12/2021,91197028,422391
3,01/13/2021,91559451,362423
4,01/14/2021,91870645,311194
5,01/15/2021,92135131,264486
6,01/16/2021,92359591,224460
7,01/17/2021,92550171,190580
8,01/18/2021,92712048,161877
9,01/19/2021,92849591,137543
10,01/20/2021,92966492,116901
