,Date,Predicted cases,Predicted day newCases
0,12/06/2020,67073727,0
1,12/07/2020,67615335,541608
2,12/08/2020,68107401,492066
3,12/09/2020,68554947,447546
4,12/10/2020,68962418,407471
5,12/11/2020,69333765,371347
6,12/12/2020,69672457,338692
7,12/13/2020,69981620,309163
8,12/14/2020,70264014,282394
9,12/15/2020,70522117,258103
10,12/16/2020,70758167,236050
