,Date,Predicted cases,Predicted day newCases
0,01/18/2021,95559647,0
1,01/19/2021,96309403,749756
2,01/20/2021,97074196,764793
3,01/21/2021,97855302,781106
4,01/22/2021,98654042,798740
5,01/23/2021,99471874,817832
6,01/24/2021,100301485,829611
7,01/25/2021,101138843,837358
8,01/26/2021,101985165,846322
9,01/27/2021,102841706,856541
10,01/28/2021,103709763,868057
