,Date,Predicted cases
0,07/06/2020,11418475
1,07/07/2020,11662466
2,07/08/2020,11920580
3,07/09/2020,12194618
4,07/10/2020,12486671
5,07/11/2020,12799150
6,07/12/2020,13134910
7,07/13/2020,13497010
8,07/14/2020,13888771
9,07/15/2020,14314863
10,07/16/2020,14780939
