,Date,Predicted cases,Predicted day newCases
0,12/26/2020,80351598,0
1,12/27/2020,80783075,431477
2,12/28/2020,81167435,384360
3,12/29/2020,81510147,342712
4,12/30/2020,81815369,305222
5,12/31/2020,82083234,267865
6,01/01/2021,82318456,235222
7,01/02/2021,82525152,206696
8,01/03/2021,82706858,181706
9,01/04/2021,82866667,159809
10,01/05/2021,83007271,140604
