,Date,Predicted cases
0,08/28/2020,24473843
1,08/29/2020,24645182
2,08/30/2020,24812387
3,08/31/2020,24975715
4,09/01/2020,25135372
5,09/02/2020,25291567
6,09/03/2020,25444508
7,09/04/2020,25594392
8,09/05/2020,25741400
9,09/06/2020,25885711
10,09/07/2020,26027485
