,Date,Predicted cases,Predicted day newCases
0,12/15/2020,73475980,0
1,12/16/2020,74142448,666468
2,12/17/2020,74816616,674168
3,12/18/2020,75499806,683190
4,12/19/2020,76193436,693630
5,12/20/2020,76898978,705542
6,12/21/2020,77617922,718944
7,12/22/2020,78351511,733589
8,12/23/2020,79101531,750020
9,12/24/2020,79869884,768353
10,12/25/2020,80658575,788691
