,Date,Predicted cases
0,07/24/2020,15477471
1,07/25/2020,15724884
2,07/26/2020,15951748
3,07/27/2020,16159736
4,07/28/2020,16350821
5,07/29/2020,16526730
6,07/30/2020,16688968
7,07/31/2020,16838242
8,08/01/2020,16975455
9,08/02/2020,17101762
10,08/03/2020,17218185
