,Date,Predicted cases,Predicted day newCases
0,11/25/2020,59879877,0
1,11/26/2020,60339329,459452
2,11/27/2020,60788302,448973
3,11/28/2020,61227461,439159
4,11/29/2020,61657418,429957
5,11/30/2020,62078767,421349
6,12/01/2020,62492071,413304
7,12/02/2020,62897829,405758
8,12/03/2020,63296521,398692
9,12/04/2020,63688631,392110
10,12/05/2020,64074596,385965
