,Date,Predicted cases,Predicted day newCases
0,12/01/2020,63875627,0
1,12/02/2020,64271794,396167
2,12/03/2020,64611431,339637
3,12/04/2020,64903036,291605
4,12/05/2020,65153721,250685
5,12/06/2020,65369470,215749
6,12/07/2020,65555325,185855
7,12/08/2020,65715564,160239
8,12/09/2020,65853813,138249
9,12/10/2020,65973163,119350
10,12/11/2020,66076248,103085
