,Date,Predicted cases,Predicted day newCases
0,11/14/2020,53515055,0
1,11/15/2020,54320159,805104
2,11/16/2020,55172752,852593
3,11/17/2020,56078288,905536
4,11/18/2020,57043052,964764
5,11/19/2020,58074271,1031219
6,11/20/2020,59180398,1106127
7,11/21/2020,60370006,1189608
8,11/22/2020,61653974,1283968
9,11/23/2020,63045825,1391851
10,11/24/2020,64561458,1515633
