Location,Confirmed,Case_Per_1M_people,Recovered,Deaths,Mortality
Worldwide,1600427,205.82,354464,95699,0.05979591696466006
New Zealand,1015,204.02,317,2,0.0019704433497536944
United States,468703,1422.22,25900,16679,0.03558543469958588
Spain,153222,3253.09,52165,15447,0.10081450444453147
Italy,143626,2384.09,28470,18279,0.12726804339047249
Germany,118235,1421.96,40015,2607,0.022049308580369603
France,86334,1287.11,21254,12210,0.141427479324484
China,81907,58.42,77455,3336,0.040729119611266434
Iran,67286,807.45,32309,4110,0.06108254317391434
United Kingdom,65077,979.55,0,7978,0.12259323570539515
Turkey,42282,508.47,2142,908,0.02147485927817984
Belgium,24983,2167.83,5164,2523,0.10098867229716207
Switzerland,24051,2801.01,10600,949,0.03945781880171303
Netherlands,21762,1247.03,0,2396,0.11010017461630364
Canada,20748,546.3,5311,509,0.02453248505880085
Brazil,18176,86.0,173,957,0.0526518485915493
Portugal,13956,1358.03,205,409,0.029306391516193752
Austria,13246,1487.88,5240,295,0.02227087422618149
South Korea,10450,201.81,7117,208,0.019904306220095695
Russia,10131,69.04,698,76,0.007501727371434212
Israel,9968,1085.84,1011,86,0.00862760834670947
Sweden,9245,894.67,373,809,0.08750676041103299
Ireland,6574,1335.77,25,263,0.04000608457560085
Norway,6219,1158.62,0,108,0.017366136034732273
Australia,6109,238.03,2987,53,0.008675724341136028
Chile,5972,312.55,1274,57,0.009544541192230409
India,5865,4.31,478,169,0.028815004262574596
Denmark,5635,967.75,1736,237,0.042058562555456966
Poland,5575,145.26,284,174,0.031210762331838567
Czechia,5569,520.76,301,112,0.02011133057999641
Peru,5256,163.58,1438,138,0.026255707762557076
Romania,5202,268.07,528,229,0.04402153018069973
Ecuador,4965,284.42,339,272,0.054783484390735146
Japan,4768,37.86,685,85,0.01782718120805369
Pakistan,4489,20.48,572,63,0.014034306081532635
Malaysia,4228,129.15,1608,67,0.015846736045411543
Philippines,4076,37.57,124,203,0.04980372914622178
Luxembourg,3441,5605.2,374,52,0.015111886079628016
Indonesia,3293,12.34,252,280,0.08502884907379289
Saudi Arabia,3287,96.06,666,44,0.013386066321874049
Mexico,3181,25.13,633,194,0.060987110971392644
United Arab Emirates,2990,302.31,268,12,0.004013377926421404
Serbia,2867,411.7,118,66,0.023020579002441578
Panama,2752,652.32,16,66,0.023982558139534885
Finland,2605,471.27,0,40,0.015355086372360844
Thailand,2423,36.44,940,32,0.013206768468840282
Qatar,2376,864.85,206,6,0.0025252525252525255
Dominican Republic,2349,226.77,80,118,0.05023414218816517
Colombia,2223,45.0,174,69,0.0310391363022942
Greece,1955,182.29,269,87,0.044501278772378514
South Africa,1934,32.91,45,18,0.009307135470527405
Singapore,1910,334.88,460,6,0.0031413612565445027
Argentina,1894,42.15,365,79,0.04171066525871172
Ukraine,1892,45.18,45,57,0.030126849894291756
Egypt,1699,16.96,348,118,0.06945261918775751
Algeria,1666,38.74,347,235,0.14105642256902762
Iceland,1648,4524.24,688,6,0.0036407766990291263
Belarus,1486,157.86,139,16,0.010767160161507403
Croatia,1407,345.17,219,20,0.014214641080312722
Morocco,1374,38.32,109,97,0.07059679767103348
Moldova,1289,480.66,50,29,0.022498060512024826
Iraq,1232,31.49,496,69,0.056006493506493504
Estonia,1207,908.64,83,24,0.01988400994200497
Slovenia,1124,536.76,128,43,0.03825622775800712
Hungary,980,100.28,96,66,0.0673469387755102
Hong Kong,974,129.85,293,4,0.004106776180698152
Lithuania,955,341.87,8,16,0.016753926701570682
Azerbaijan,926,91.98,104,9,0.009719222462203024
Armenia,921,311.41,138,10,0.010857763300760043
Kuwait,910,205.88,111,1,0.001098901098901099
Bahrain,887,574.74,519,5,0.005636978579481398
Bosnia and Herzegovina,858,259.92,101,35,0.04079254079254079
Kazakhstan,781,41.82,60,8,0.010243277848911651
Cameroon,730,27.5,60,10,0.0136986301369863
Slovakia,701,128.47,16,2,0.0028530670470756064
North Macedonia,663,319.19,37,30,0.04524886877828054
Tunisia,643,54.85,25,25,0.038880248833592534
Bulgaria,618,88.29,48,24,0.038834951456310676
Latvia,589,308.89,16,2,0.003395585738539898
Andorra,583,7518.41,58,25,0.04288164665523156
Lebanon,582,85.27,62,19,0.03264604810996564
Uzbekistan,582,17.07,38,3,0.005154639175257732
Cyprus,554,632.49,53,10,0.018050541516245487
Costa Rica,539,106.56,30,3,0.0055658627087198514
Cuba,515,45.94,28,15,0.02912621359223301
Afghanistan,484,15.02,32,15,0.030991735537190084
Oman,457,97.97,109,2,0.00437636761487965
Uruguay,456,129.6,192,7,0.015350877192982455
Côte d'Ivoire,444,17.19,52,3,0.006756756756756757
Burkina Faso,443,21.23,146,24,0.05417607223476298
Niger,410,18.37,40,11,0.026829268292682926
Albania,409,143.71,165,22,0.05378973105134474
Honduras,382,41.71,7,23,0.060209424083769635
Taiwan,380,16.1,80,5,0.013157894736842105
Ghana,378,12.48,34,6,0.015873015873015872
Réunion,376,438.84,40,0,0.0
Jordan,372,34.93,161,7,0.01881720430107527
Malta,337,682.8,16,2,0.005934718100890208
San Marino,333,9918.39,49,34,0.1021021021021021
Bangladesh,330,1.96,33,21,0.06363636363636363
Mauritius,314,248.03,23,7,0.022292993630573247
Nigeria,288,1.4,51,7,0.024305555555555556
Kyrgyzstan,280,42.86,30,4,0.014285714285714285
Bolivia,264,23.02,2,18,0.06818181818181818
Palestine,263,52.85,44,1,0.0038022813688212928
Vietnam,255,2.65,128,0,0.0
Montenegro,252,404.91,4,2,0.007936507936507936
Senegal,250,15.42,123,2,0.008
Kosovo,227,126.42,38,7,0.030837004405286344
Georgia,218,58.55,50,3,0.013761467889908258
Isle of Man,190,2280.53,92,1,0.005263157894736842
Sri Lanka,190,8.71,49,7,0.03684210526315789
Mayotte,186,812.98,22,2,0.010752688172043012
Faroe Islands,184,3530.04,136,0,0.0
Kenya,184,3.87,12,7,0.03804347826086957
Guernsey,181,2882.53,38,5,0.027624309392265192
Democratic Republic of the Congo,180,2.01,9,18,0.1
Venezuela,171,5.31,84,9,0.05263157894736842
Jersey,170,1591.76,0,3,0.01764705882352941
Guinea,164,13.42,5,0,0.0
Martinique,154,396.8,50,6,0.03896103896103896
Guadeloupe,143,351.56,67,8,0.055944055944055944
Djibouti,140,129.83,28,1,0.007142857142857143
Brunei,135,305.15,91,1,0.007407407407407408
Guatemala,126,7.59,17,3,0.023809523809523808
Paraguay,124,17.34,15,5,0.04032258064516129
Gibraltar,123,3649.74,60,0,0.0
Cambodia,118,7.72,68,0,0.0
Rwanda,113,9.13,7,0,0.0
Trinidad and Tobago,109,79.91,1,8,0.07339449541284404
El Salvador,103,15.88,10,5,0.04854368932038835
Northern Cyprus,95,291.41,29,3,0.031578947368421054
Madagascar,93,3.54,11,0,0.0
Monaco,84,2193.21,5,1,0.011904761904761904
French Guiana,83,291.05,43,0,0.0
Aruba,82,730.13,20,0,0.0
Liechtenstein,79,2038.76,0,0,0.0
Mali,74,3.71,22,7,0.0945945945945946
Togo,73,9.68,24,3,0.0410958904109589
Barbados,66,229.95,11,3,0.045454545454545456
Jamaica,63,23.11,12,4,0.06349206349206349
Ethiopia,56,0.57,4,2,0.03571428571428571
Uganda,53,1.32,0,0,0.0
French Polynesia,51,184.84,0,0,0.0
Bermuda,48,749.68,25,4,0.08333333333333333
Cayman Islands,45,683.76,6,1,0.022222222222222223
Macao,45,66.22,10,0,0.0
Republic of the Congo,45,8.15,0,5,0.1111111111111111
Gabon,44,20.25,1,1,0.022727272727272728
Sint Maarten,43,1058.75,1,6,0.13953488372093023
The Bahamas,41,106.4,5,8,0.1951219512195122
Zambia,39,2.18,3,1,0.02564102564102564
Guyana,37,47.27,8,6,0.16216216216216217
Guinea-Bissau,36,22.44,0,0,0.0
Eritrea,33,9.44,0,0,0.0
Saint Martin,32,895.21,11,2,0.0625
Liberia,31,6.93,3,4,0.12903225806451613
Haiti,30,2.59,0,2,0.06666666666666667
Benin,26,2.22,5,1,0.038461538461538464
Tanzania,25,0.45,5,1,0.04
Libya,24,3.49,8,1,0.041666666666666664
Myanmar (Burma),23,0.42,2,3,0.13043478260869565
Angola,19,0.61,2,2,0.10526315789473684
Antigua and Barbuda,19,196.99,0,1,0.05263157894736842
Maldives,19,50.7,13,0,0.0
Syria,19,1.09,4,2,0.10526315789473684
Equatorial Guinea,18,13.25,3,0,0.0
New Caledonia,18,63.78,1,0,0.0
Mozambique,17,0.57,1,0,0.0
Laos,16,2.25,0,0,0.0
Mongolia,16,4.83,11,0,0.0
Namibia,16,6.51,2,0,0.0
Dominica,15,208.89,0,0,0.0
Fiji,15,16.95,0,0,0.0
Curaçao,14,88.24,7,1,0.07142857142857142
Saint Lucia,14,78.35,0,0,0.0
Sudan,14,0.33,2,2,0.14285714285714285
Botswana,13,5.56,0,1,0.07692307692307693
Eswatini,12,10.98,7,0,0.0
Grenada,12,107.14,0,0,0.0
Somalia,12,0.76,1,1,0.08333333333333333
Chad,11,0.68,9,0,0.0
Greenland,11,196.14,11,0,0.0
Saint Kitts and Nevis,11,208.24,0,0,0.0
Seychelles,11,112.68,0,0,0.0
Zimbabwe,11,0.73,8,3,0.2727272727272727
Suriname,10,17.2,4,1,0.1
Nepal,9,0.3,1,0,0.0
Åland Islands,9,301.15,0,0,0.0
Belize,8,19.58,0,1,0.125
Central African Republic,8,1.46,0,0,0.0
Malawi,8,0.42,0,1,0.125
Montserrat,8,0.0,0,0,0.0
Turks and Caicos Islands,8,193.38,0,1,0.125
Vatican City,8,0.0,2,0,0.0
Cape Verde,7,12.72,0,1,0.14285714285714285
Mauritania,7,1.72,2,1,0.14285714285714285
Nicaragua,7,1.08,2,1,0.14285714285714285
Sierra Leone,7,0.89,0,0,0.0
Saint Barthélemy,6,0.0,1,0,0.0
Bhutan,5,6.74,2,0,0.0
Falkland Islands (Islas Malvinas),5,0.0,0,0,0.0
São Tomé and Príncipe,4,19.82,0,0,0.0
The Gambia,4,1.7,2,1,0.25
