Location,Confirmed,Case_Per_1M_people,Recovered,Deaths,Mortality
Worldwide,3002303,386.11,878813,208131,0.06932378244301125
United States,1007940,3058.48,113379,56468,0.05602317598269738
Spain,219764,4665.86,100875,23521,0.10702844869951403
Italy,199414,3310.14,66624,26977,0.13528137442707133
Germany,158434,1905.42,107595,6061,0.0382556774429731
United Kingdom,157149,2365.44,0,21092,0.13421657153402186
France,128339,1913.34,45513,23293,0.1814958820000156
Turkey,112261,1350.02,33791,2900,0.025832657824177586
Iran,91472,1097.69,70933,5806,0.06347297533671506
Russia,87147,593.87,7346,794,0.009111042261925252
China,84338,60.15,77474,4642,0.05504043254523465
Brazil,66896,316.54,30152,4555,0.06809076775890935
Canada,48500,1277.02,18268,2707,0.05581443298969072
Belgium,46687,4051.12,10878,7207,0.1543684537451539
Netherlands,38245,2191.56,0,4518,0.118133089292718
Switzerland,28978,3374.81,22200,1663,0.05738836358616882
Peru,28699,893.18,8425,782,0.027248336178960938
India,28380,20.86,6362,886,0.031219168428470754
Portugal,24027,2338.03,1357,928,0.03862321554917385
Ecuador,23240,1331.29,1557,663,0.02852839931153184
Ireland,19648,3992.28,9233,1102,0.056087133550488597
Sweden,18926,1831.53,1005,2274,0.12015217161576668
Saudi Arabia,18811,549.74,2531,144,0.007655095422890862
Israel,15555,1694.44,7200,204,0.013114754098360656
Austria,15256,1713.66,12362,549,0.03598584163607761
Mexico,14677,115.95,2627,1351,0.0920487838114056
Singapore,14423,2528.75,1095,14,0.0009706718435831658
Pakistan,13915,63.5,3029,292,0.020984549047790155
Chile,13813,722.92,7327,198,0.014334322739448346
Japan,13613,108.08,2905,394,0.02894292220671417
Poland,11902,310.12,2466,562,0.04721895479751302
Romania,11339,584.33,3141,631,0.05564864626510274
Belarus,11289,1199.24,1740,75,0.006643635397289397
Qatar,11244,4092.77,1066,10,0.0008893632159373888
United Arab Emirates,10839,1095.91,2090,82,0.007565273549220408
South Korea,10738,207.38,8764,243,0.022629912460420936
Indonesia,9096,34.08,1151,765,0.08410290237467019
Ukraine,9009,215.12,864,220,0.02442002442002442
Denmark,8698,1493.79,5959,427,0.04909174522878823
Serbia,8275,1188.29,1209,162,0.019577039274924473
Philippines,7777,71.69,932,511,0.06570657065706571
Norway,7599,1415.72,0,205,0.026977233846558757
Czechia,7445,696.19,2834,223,0.02995298858294157
Australia,6725,262.03,5602,84,0.012490706319702602
Dominican Republic,6293,607.53,993,282,0.04481169553472112
Panama,6021,1427.18,455,167,0.027736256435808005
Bangladesh,5913,35.12,131,152,0.025706071368171823
Malaysia,5820,177.78,3957,99,0.017010309278350514
Colombia,5597,113.31,1210,253,0.04520278720743255
South Africa,4793,81.55,1473,90,0.018777383684539954
Egypt,4782,47.72,1236,337,0.07047260560434965
Finland,4695,849.38,2500,193,0.04110756123535676
Morocco,4120,114.9,695,162,0.03932038834951456
Argentina,3990,88.79,1129,197,0.0493734335839599
Luxembourg,3729,6074.34,3123,88,0.02359882005899705
Algeria,3517,81.79,1558,432,0.12283195905601364
Moldova,3481,1298.04,925,102,0.02930192473427176
Kuwait,3288,743.87,1012,22,0.006690997566909975
Thailand,2931,44.08,2609,52,0.017741385192766974
Kazakhstan,2835,151.81,725,25,0.008818342151675485
Bahrain,2723,1764.4,1218,20,0.007344840249724568
Hungary,2583,264.31,498,280,0.10840108401084012
Greece,2534,236.28,577,136,0.05367008681925809
Oman,2049,439.25,364,10,0.004880429477794046
Croatia,2039,500.22,1166,59,0.02893575282000981
Uzbekistan,1904,55.83,892,8,0.004201680672268907
Iraq,1847,47.2,1286,88,0.047644829453167295
Armenia,1808,611.33,848,29,0.016039823008849558
Iceland,1792,4919.56,1624,10,0.005580357142857143
Cameroon,1705,64.23,805,58,0.03401759530791789
Afghanistan,1703,52.85,220,57,0.03347034644744568
Azerbaijan,1678,166.68,1162,22,0.013110846245530394
Estonia,1647,1239.87,233,50,0.030358227079538554
Bosnia and Herzegovina,1565,474.1,659,60,0.038338658146964855
Ghana,1550,51.19,155,11,0.0070967741935483875
Lithuania,1449,518.71,474,41,0.028295376121463076
Slovenia,1402,669.51,221,83,0.05920114122681883
North Macedonia,1399,673.52,553,65,0.04646175839885633
Cuba,1389,123.91,525,56,0.040316774658027354
Slovakia,1381,253.1,403,18,0.013034033309196235
Bulgaria,1363,194.71,206,58,0.0425531914893617
Nigeria,1337,6.49,255,40,0.029917726252804786
Côte d'Ivoire,1164,45.08,499,14,0.012027491408934709
Guinea,1163,95.18,246,7,0.0060189165950128975
New Zealand,1122,225.53,1180,19,0.01693404634581105
Hong Kong,1038,138.39,787,4,0.0038535645472061657
Djibouti,1035,959.78,477,2,0.001932367149758454
Tunisia,967,82.49,279,39,0.04033092037228542
Bolivia,950,82.83,50,80,0.08421052631578947
Cyprus,822,938.46,148,17,0.02068126520681265
Latvia,818,428.99,267,13,0.01589242053789731
Kosovo,780,434.38,201,22,0.028205128205128206
Andorra,743,9581.78,385,40,0.05383580080753701
Albania,736,258.61,422,28,0.03804347826086957
Senegal,735,45.34,284,9,0.012244897959183673
Lebanon,710,104.02,145,24,0.03380281690140845
Niger,701,31.41,385,29,0.04136947218259629
Costa Rica,697,137.8,287,6,0.00860832137733142
Kyrgyzstan,695,106.37,395,8,0.011510791366906475
Honduras,661,72.17,79,61,0.09228441754916793
Burkina Faso,632,30.28,453,42,0.06645569620253164
Uruguay,606,172.23,375,15,0.024752475247524754
Sri Lanka,588,26.97,126,7,0.011904761904761904
San Marino,538,16024.3,64,41,0.0762081784386617
Guatemala,500,30.11,49,15,0.03
Georgia,497,133.48,156,6,0.012072434607645875
Palestine,495,99.46,83,2,0.00404040404040404
Somalia,480,30.2,10,23,0.04791666666666667
Democratic Republic of the Congo,459,5.12,50,28,0.06100217864923747
Malta,450,911.75,286,4,0.008888888888888889
Jordan,449,42.16,342,7,0.015590200445434299
Taiwan,429,18.17,290,6,0.013986013986013986
Mali,408,20.43,112,23,0.056372549019607844
Kenya,363,7.63,114,14,0.03856749311294766
Mayotte,354,1547.29,0,4,0.011299435028248588
Jamaica,350,128.36,28,7,0.02
Mauritius,334,263.83,302,9,0.02694610778443114
Venezuela,325,10.09,137,10,0.03076923076923077
