Location,Confirmed,Case_Per_1M_people,Recovered,Deaths,Mortality
Worldwide,2790986,358.93,781382,195920,0.07019741410383284
United States,921958,2797.57,99330,52202,0.05662080051368935
Spain,219764,4665.86,92355,22524,0.10249176389217524
Italy,192994,3203.57,60498,25969,0.13455858731359524
Germany,154999,1864.1,99928,5760,0.03716153007438758
United Kingdom,143464,2159.45,0,19506,0.13596442313054147
France,122577,1827.43,43493,22245,0.18147776499669596
Turkey,104912,1261.64,21737,2600,0.024782675003812718
Iran,88194,1058.36,66596,5574,0.0632015783386625
China,84311,60.13,77257,4642,0.05505805885353038
Russia,68622,467.63,5568,615,0.008962140421439188
Brazil,52995,250.76,26573,3670,0.06925181620907633
Belgium,44293,3843.39,10122,6679,0.1507913214277651
Canada,43888,1155.58,15541,2302,0.05245169522420707
Netherlands,36535,2093.57,0,4289,0.11739427945805392
Switzerland,28494,3318.45,21000,1586,0.055660840878781495
India,23452,17.24,4814,723,0.030828927170390586
Portugal,22797,2218.34,1228,854,0.03746106943896127
Ecuador,22719,1301.45,1366,576,0.025353228575201375
Peru,21648,673.73,7496,634,0.029286770140428676
Ireland,18184,3694.81,9233,1014,0.05576330840299164
Sweden,17567,1700.01,550,2152,0.12250241930893152
Saudi Arabia,15102,441.34,2049,127,0.008409482187789696
Austria,15068,1692.54,11872,530,0.03517387841783913
Israel,15058,1640.31,6003,194,0.01288351706733962
Japan,12863,102.13,2536,345,0.0268211148254684
Chile,12306,644.05,6327,174,0.014139444173573866
Singapore,12075,2117.08,956,12,0.0009937888198757764
Pakistan,11813,53.9,2755,253,0.02141708287479895
Mexico,11633,91.9,2627,1069,0.09189375053726467
Poland,10892,283.8,1944,494,0.045354388542049213
South Korea,10708,206.8,8501,240,0.022413149047441166
Romania,10417,536.82,2817,552,0.052990304310262075
United Arab Emirates,9281,938.38,1760,64,0.0068958086413102035
Belarus,8773,931.96,1120,63,0.007181123902883848
Qatar,8525,3103.07,809,10,0.0011730205278592375
Indonesia,8211,30.76,1002,689,0.08391182559980515
Denmark,8210,1409.98,5526,403,0.04908647990255786
Ukraine,7647,182.59,601,193,0.025238655681966784
Serbia,7483,1074.56,1094,144,0.01924361886943739
Norway,7463,1390.38,0,199,0.02666488007503685
