Location,Confirmed,Case_Per_1M_people,Recovered,Deaths,Mortality
Worldwide,786228,111.58,166041,37820,0.048103095
United States,163479,499.8,5604,3146,0.019244062
Italy,101739,1610.68,14620,11591,0.113928779
Spain,87956,1775.09,16780,7716,0.087725681
China,81470,59.32,75770,3304,0.040554805
Germany,66885,814.31,6522,645,0.009643418
France,43973,650.81,7202,3018,0.068633025
Iran,41495,512.33,13911,2757,0.06644174
United Kingdom,22141,341.19,135,1408,0.06359243
Switzerland,15923,2346.79,2105,354,0.022231991
Belgium,11899,1154.43,1527,513,0.043112867
Netherlands,11750,721.56,0,864,0.073531915
Turkey,10827,129.35,162,168,0.015516764
South Korea,9786,191.73,5408,162,0.016554261
Austria,9618,1227.41,636,108,0.011228946
Canada,7435,215.18,1065,89,0.01197041
Portugal,6408,600.18,43,140,0.02184769
Israel,4695,411.73,161,16,0.003407881
Australia,4526,197.74,226,19,0.004197967
Norway,4445,834.13,0,32,0.0071991
Brazil,4330,21.01,120,140,0.032332564
Sweden,4106,408.48,18,161,0.039210911
Czechia,2976,279.44,25,23,0.007728495
Malaysia,2626,79.03,479,37,0.014089871
Ireland,2615,500.65,5,46,0.017590822
Denmark,2577,464.41,0,77,0.029879705
Chile,2139,122.37,75,7,0.003272557
Romania,2109,98.25,209,65,0.030820294
Poland,2055,55.27,35,31,0.015085158
Luxembourg,1988,2483.18,40,22,0.011066398
Ecuador,1890,114.16,3,57,0.03015873
Japan,1866,14.72,404,54,0.028938907
Russia,1836,12.82,66,9,0.004901961
Pakistan,1717,8.54,57,20,0.011648224
Thailand,1651,24.65,324,10,0.006056935
Philippines,1546,14.83,42,78,0.050452781
Saudi Arabia,1453,51.39,115,8,0.00550585
Indonesia,1414,5.43,75,122,0.086280057
South Africa,1326,23.91,31,3,0.002262443
Finland,1308,241.04,10,13,0.009938838
India,1251,0.99,102,32,0.025579536
Greece,1212,112.45,52,43,0.035478548
Iceland,1086,3213.12,157,2,0.001841621
Panama,1075,291.71,4,24,0.022325581
Mexico,993,7.88,3,20,0.020140987
Argentina,966,21.26,51,24,0.02484472
Peru,950,30.3,322,24,0.025263158
Dominican Republic,901,85.03,3,42,0.046614872
Singapore,879,187.9,228,3,0.003412969
Colombia,798,16.88,15,14,0.01754386
Croatia,790,168.58,64,6,0.007594937
Serbia,785,97.34,42,16,0.020382166
Slovenia,756,431.16,10,11,0.014550265
Estonia,715,558.86,20,3,0.004195804
Qatar,693,299.93,15,14,0.02020202
Hong Kong,682,66.34,124,4,0.005865103
Egypt,656,6.55,132,41,0.0625
Iraq,630,15.42,152,46,0.073015873
United Arab Emirates,611,116.4,61,5,0.008183306
New Zealand,600,133.86,74,1,0.001666667
Algeria,584,14.1,31,35,0.059931507
Morocco,556,16.55,15,33,0.059352518
Ukraine,548,12.78,8,13,0.023722628
Bahrain,515,368.12,295,4,0.00776699
Lithuania,484,162.25,1,7,0.01446281
Armenia,482,191.73,30,3,0.006224066
Hungary,447,44.66,34,15,0.033557047
Lebanon,446,71.83,35,11,0.024663677
Latvia,376,200.32,1,0,0
Bosnia and Herzegovina,371,113.26,17,10,0.026954178
Andorra,370,4857.11,10,8,0.021621622
Tunisia,362,32.16,2,10,0.027624309
Bulgaria,359,53.82,15,8,0.022284123
Slovakia,336,56,7,0,0
Costa Rica,330,65.47,4,2,0.006060606
Kazakhstan,325,16.71,21,1,0.003076923
Taiwan,322,13.5,39,5,0.01552795
Uruguay,320,98.46,0,1,0.003125
Moldova,298,75.9,15,2,0.006711409
North Macedonia,285,137.21,12,7,0.024561404
Azerbaijan,273,25.99,26,4,0.014652015
Jordan,268,30.53,26,5,0.018656716
Kuwait,266,94.05,72,0,0
Burkina Faso,246,12.7,31,12,0.048780488
San Marino,230,6897.79,13,25,0.108695652
Cyprus,225,182.11,18,6,0.026666667
Réunion,224,261.43,0,0,0
Albania,223,74.28,44,12,0.053811659
Vietnam,204,2.08,55,0,0
Oman,179,42.53,29,0,0
Cuba,170,15.26,4,4,0.023529412
Côte d'Ivoire,168,7.08,6,1,0.005952381
Faroe Islands,168,3315.57,73,0,0
Senegal,162,10.87,28,0,0
Malta,156,368.88,2,0,0
Belarus,152,15.76,47,0,0
Ghana,152,5.3,2,5,0.032894737
Uzbekistan,150,5.54,7,2,0.013333333
Honduras,141,15.36,3,7,0.04964539
Cameroon,139,5.7,5,6,0.043165468
Venezuela,135,4.28,39,3,0.022222222
