Location,Confirmed,Case_Per_1M_people,Recovered,Deaths,Mortality
Worldwide,3303296,425.0,1039588,235290,0.07122885748052854
United States,1128460,3424.0,137944,65435,0.0579861049571983
Spain,215216,4569.0,114678,24824,0.11534458404579585
Italy,207428,3443.0,78249,28236,0.13612434194033593
United Kingdom,177454,2671.0,0,27510,0.15502609126872316
Germany,164054,1973.0,120976,6735,0.04105355553659161
France,130185,1941.0,50212,24594,0.18891577370664822
Turkey,122392,1472.0,53808,3258,0.026619386888031896
Russia,114431,780.0,13220,1169,0.010215763211017994
Iran,95646,1148.0,76318,6091,0.06368274679547498
Brazil,92109,436.0,38039,6410,0.06959146228924426
China,84385,60.0,77685,4643,0.05502162706642176
Canada,55061,1450.0,22751,3391,0.06158624071484354
Belgium,49032,4255.0,11892,7703,0.15710148474465654
Peru,40459,1259.0,11129,1124,0.0277812106082701
Netherlands,39791,2280.0,0,4893,0.12296750521474706
India,35365,26.0,9065,1152,0.03257457938639898
Switzerland,29705,3459.0,23900,1435,0.04830836559501767
Ecuador,26336,1509.0,1913,1063,0.04036300121506683
Portugal,25351,2467.0,1647,1007,0.0397222989231194
Saudi Arabia,24097,704.0,3555,169,0.007013321160310412
Sweden,21520,2083.0,1005,2653,0.12328066914498141
Ireland,20833,4233.0,13386,1265,0.060720971535544566
Mexico,19224,152.0,11423,1859,0.09670203911776945
Pakistan,18092,83.0,4351,417,0.023048861375193457
Singapore,17101,2998.0,1268,16,0.0009356178001286475
Chile,17008,890.0,9018,234,0.013758231420507996
Israel,16101,1754.0,9156,225,0.013974287311347122
Austria,15478,1739.0,13092,589,0.03805401214627213
Belarus,14917,1585.0,2918,93,0.006234497553127305
Japan,14516,115.0,3466,466,0.032102507577845135
Qatar,14096,5131.0,1436,12,0.000851305334846765
United Arab Emirates,13038,1318.0,2543,111,0.008513575701794753
Poland,12877,336.0,3236,644,0.050011648675933836
Romania,12567,648.0,4328,744,0.05920267366913345
Ukraine,10861,259.0,1413,272,0.025043734462756654
South Korea,10774,208.0,9072,248,0.023018377575645073
Indonesia,10551,40.0,1591,800,0.07582219694815658
Denmark,9311,1599.0,6729,460,0.04940393083449683
Serbia,9205,1322.0,1379,185,0.020097772949483977
Philippines,8772,81.0,1084,579,0.06600547195622435
Bangladesh,8238,49.0,174,170,0.020636076717649915
Norway,7783,1450.0,0,210,0.026981883592445074
Czechia,7737,723.0,3359,240,0.031019775106630478
Dominican Republic,7288,704.0,1387,313,0.04294731064763996
Colombia,7006,142.0,1551,314,0.044818726805595205
Australia,6767,264.0,5745,93,0.01374316536131225
Panama,6720,1593.0,622,192,0.02857142857142857
Malaysia,6071,185.0,4210,103,0.01696590347553945
South Africa,5951,101.0,2382,116,0.01949252226516552
Egypt,5895,59.0,1460,406,0.06887192536047498
Finland,5051,914.0,3000,218,0.04315977034250643
Morocco,4569,127.0,1055,171,0.03742613263296126
Argentina,4415,98.0,1299,218,0.049377123442808604
Kuwait,4377,990.0,1602,30,0.006854009595613434
Algeria,4154,97.0,1821,453,0.1090515166104959
Moldova,3980,1484.0,1272,122,0.030653266331658293
Luxembourg,3802,6193.0,3213,92,0.0241977906365071
