Location,Confirmed,Case_Per_1M_people,Recovered,Deaths,Mortality
Worldwide,2709483,348.45,742855,190872,0.0704459116370171
United States,890027,2700.68,82843,50372,0.05659603585059779
Spain,213024,4522.76,89250,22157,0.10401175454408892
Italy,189973,3153.42,57776,25549,0.13448753243882025
Germany,153129,1841.62,95817,5575,0.036407212219762425
United Kingdom,138078,2078.38,0,18738,0.13570590535784122
France,120804,1801.0,42088,21856,0.180921161550942
Turkey,101790,1224.1,18491,2491,0.024471952058158955
Iran,87026,1044.34,64843,5481,0.06298117803874705
China,84302,60.13,77257,4642,0.055063936798652464
Russia,68622,467.63,5568,615,0.008962140421439188
Brazil,49990,236.54,25318,3330,0.0666133226645329
Belgium,42797,3713.58,9800,6490,0.15164614342126784
Canada,42110,1108.77,14761,2147,0.05098551412966041
Netherlands,35729,2047.39,0,4177,0.11690783397240337
Switzerland,28275,3292.94,20600,1549,0.05478337754199823
India,23077,16.96,4749,718,0.031113229622567923
Portugal,22353,2175.13,1201,820,0.03668411398917371
Peru,20914,650.89,7422,572,0.027350100411207803
Ireland,17607,3577.57,9233,794,0.04509570057363549
Sweden,16755,1621.43,550,2021,0.12062071023575052
Austria,14932,1677.26,11694,522,0.034958478435574605
Israel,14882,1621.13,5685,193,0.012968687004434888
Saudi Arabia,13930,407.09,1925,121,0.008686288585786073
Japan,12429,98.68,2408,328,0.026389894601335586
Singapore,12075,2117.08,924,12,0.0009937888198757764
Chile,11812,618.2,5804,168,0.014222824246528954
Mexico,11633,91.9,2627,1069,0.09189375053726467
Ecuador,11183,640.61,1328,560,0.05007600822677278
Pakistan,11155,50.9,2527,237,0.02124607799193187
Poland,10759,280.34,1740,463,0.04303373919509248
South Korea,10708,206.8,8501,240,0.022413149047441166
Romania,10096,520.27,2478,552,0.05467511885895404
United Arab Emirates,8756,885.3,1637,56,0.006395614435815441
Denmark,8310,1427.16,5384,394,0.04741275571600481
Belarus,8022,852.19,938,60,0.0074794315632011965
Indonesia,7775,29.13,960,647,0.08321543408360128
Qatar,7764,2826.07,750,10,0.001287995878413189
Ukraine,7647,182.59,601,193,0.025238655681966784
Norway,7401,1378.83,0,194,0.026212673962977977
Serbia,7276,1044.84,1063,139,0.01910390324354041
Philippines,7192,66.29,762,477,0.06632369299221356
Czechia,7188,672.16,2186,213,0.02963272120200334
Australia,6674,260.04,5095,78,0.011687144141444412
Malaysia,5691,173.84,3663,96,0.01686874011597259
Dominican Republic,5543,535.13,674,265,0.047808046184376694
Panama,5166,1224.52,271,146,0.028261711188540456
Colombia,4561,92.34,927,215,0.04713878535408902
Finland,4284,775.02,2000,172,0.040149393090569564
Bangladesh,4186,24.86,108,127,0.030339225991399904
South Africa,3953,67.26,1473,75,0.018972931950417403
Egypt,3891,38.83,1004,287,0.07375995887946543
Luxembourg,3665,5970.09,711,83,0.022646657571623464
Morocco,3568,99.51,456,155,0.04344170403587444
Argentina,3276,72.9,833,159,0.048534798534798536
Algeria,3007,69.93,1355,407,0.13535084802128367
Moldova,2926,1091.08,661,80,0.02734107997265892
Thailand,2854,42.92,2490,50,0.01751927119831815
Greece,2463,229.66,577,128,0.051969143321153065
Kuwait,2399,542.75,498,14,0.005835764902042517
Kazakhstan,2334,124.98,568,22,0.009425878320479864
Hungary,2284,233.71,390,239,0.10464098073555167
Bahrain,2217,1436.53,1082,8,0.0036084799278304014
Croatia,1981,485.99,883,50,0.02523977788995457
Oman,1790,383.73,325,9,0.005027932960893855
Iceland,1789,4911.33,1509,10,0.005589714924538848
Uzbekistan,1778,52.14,582,7,0.003937007874015748
Iraq,1677,42.86,1171,83,0.04949314251639833
Armenia,1596,539.64,728,27,0.016917293233082706
Estonia,1592,1198.47,184,45,0.028266331658291458
Azerbaijan,1548,153.77,948,20,0.012919896640826873
Cameroon,1430,53.87,668,43,0.03006993006993007
