Location,Confirmed,Case_Per_1M_people,Recovered,Deaths,Mortality
Worldwide,1331032,171.18,275851,73917,0.05553360099531792
New Zealand,911,183.12,176,1,0.0010976948408342481
United States,363820,1103.97,19287,10768,0.029597053487988564
Spain,136675,2901.78,40437,13341,0.0976111212730931
Italy,132547,2200.19,22837,16523,0.12465766860057187
Germany,103351,1242.96,25280,1806,0.01747443179069385
China,81708,58.28,77078,3331,0.040767121946443434
France,74390,1109.04,17250,8911,0.11978760586100282
Iran,60500,726.02,24236,3739,0.06180165289256198
United Kingdom,51608,776.81,0,5373,0.10411176561773368
Turkey,30217,363.38,1326,649,0.021477975973789587
Switzerland,21657,2522.2,8056,765,0.03532345200166228
Belgium,20814,1806.07,3986,1632,0.07840876333237244
Netherlands,18803,1077.47,0,1867,0.09929266606392596
Canada,16652,438.45,3616,323,0.01939706942109056
Austria,12297,1381.28,220,3441,0.27982434740180534
Brazil,12056,57.05,127,553,0.045869276708692765
Portugal,11730,1141.43,140,311,0.026513213981244673
South Korea,10284,198.61,6598,186,0.01808634772462077
Israel,8904,969.93,585,57,0.006401617250673854
Sweden,7347,710.99,219,506,0.06887164829181978
Russia,6343,43.22,406,47,0.00740974302380577
Australia,5849,227.89,2432,43,0.007351684048555309
Norway,5768,1074.6,0,76,0.013176144244105409
Ireland,5364,1089.91,25,174,0.03243847874720358
Czechia,4822,450.91,121,78,0.016175860638739114
Chile,4815,252.0,728,37,0.0076843198338525445
Denmark,4681,803.91,1378,187,0.03994872890408033
Poland,4413,114.98,162,107,0.02424654430092907
India,4281,3.15,319,111,0.02592852137351086
Romania,4057,209.07,406,157,0.03869854572344097
Malaysia,3793,115.86,1241,62,0.01634590034273662
Ecuador,3747,214.65,100,191,0.05097411262343208
Philippines,3660,33.74,73,163,0.04453551912568306
Japan,3654,29.01,592,73,0.019978106185002738
Pakistan,3505,15.99,259,51,0.014550641940085592
Luxembourg,2843,4631.09,253,41,0.014421385860007034
Saudi Arabia,2605,76.13,551,38,0.014587332053742802
Peru,2561,79.7,997,92,0.035923467395548615
Indonesia,2491,9.33,192,209,0.08390204737053392
Thailand,2220,33.39,793,26,0.011711711711711712
Serbia,2200,315.92,178,58,0.026363636363636363
Finland,2176,393.66,0,27,0.012408088235294117
Mexico,2143,16.93,634,94,0.04386374241717219
United Arab Emirates,2076,209.9,167,11,0.0052986512524084775
Panama,1988,471.22,13,54,0.02716297786720322
Qatar,1832,666.84,131,4,0.002183406113537118
Dominican Republic,1828,176.48,17,86,0.047045951859956234
Greece,1755,163.64,269,79,0.045014245014245016
South Africa,1686,28.69,45,12,0.0071174377224199285
Colombia,1579,31.97,88,46,0.029132362254591513
Iceland,1562,4288.15,460,6,0.0038412291933418692
Argentina,1554,34.58,266,46,0.029601029601029602
Algeria,1423,33.09,90,173,0.12157413914265636
Singapore,1375,241.08,344,6,0.004363636363636364
Egypt,1322,13.19,259,85,0.06429652042360061
Ukraine,1319,31.49,28,38,0.02880970432145565
Croatia,1222,299.79,130,16,0.01309328968903437
Morocco,1113,31.04,76,71,0.0637915543575921
Estonia,1108,834.11,62,19,0.017148014440433214
Iraq,1031,26.35,344,64,0.06207565470417071
Slovenia,1021,487.57,84,30,0.029382957884427033
Moldova,965,359.84,37,19,0.019689119170984457
Hong Kong,915,121.99,216,4,0.004371584699453552
Lithuania,843,301.78,8,14,0.0166073546856465
Armenia,833,281.66,62,8,0.009603841536614645
