Location,Date,Confirmed,Case_Per_1M_people,Recovered,Deaths,Mortality,Cases per 1 million people,NewConfirmed,NewDeaths
Poland,2020-03-31,2055,55.27,35.0,31,0.015085158000000001,,0,0
Poland,2020-04-01,2347,63.13,35.0,35,0.014912654452492544,,292,4
Poland,2020-04-02,2554,68.7,35.0,43,0.016836335160532498,,207,8
Poland,2020-04-03,2946,79.24,56.0,57,0.019348268839103868,,392,14
Poland,2020-04-07,4413,114.98,162.0,107,0.024246544300929068,,1467,50
Poland,2020-04-10,5575,145.26,284.0,174,0.03121076233183857,,1162,67
Poland,2020-04-11,5955,155.16,318.0,181,0.030394626364399664,,380,7
Poland,2020-04-12,6356,165.61,375.0,208,0.032724984266834484,,401,27
Poland,2020-04-14,6934,180.67,487.0,245,0.03533314104413037,,578,37
Poland,2020-04-17,7918,206.31,774.0,314,0.039656478908815365,,984,69
Poland,2020-04-18,8563,223.12,981.0,339,0.0395889291136284,,645,25
Poland,2020-04-20,9287,241.98,1040.0,360,0.03876386346505868,,724,21
Poland,2020-04-22,9856,256.81,1297.0,401,0.040685876623376624,,569,41
Poland,2020-04-23,10169,264.96,1513.0,426,0.04189202478119776,,313,25
Poland,2020-04-24,10759,280.34,1740.0,463,0.04303373919509248,,590,37
Poland,2020-04-25,10892,283.8,1944.0,494,0.04535438854204921,,133,31
Poland,2020-04-26,11273,293.73,2126.0,524,0.0464827463851681,,381,30
Poland,2020-04-27,11617,302.69,2265.0,535,0.046053197899629854,,344,11
Poland,2020-04-28,11902,310.12,2466.0,562,0.04721895479751302,,285,27
Poland,2020-04-29,12218,318.35,2655.0,596,0.04878048780487805,,316,34
Poland,2020-04-30,12218,318.35,2655.0,596,0.04878048780487805,,0,0
Poland,2020-05-01,12877,336.0,3236.0,644,0.050011648675933836,,659,48
Poland,2020-05-02,12877,336.0,3236.0,644,0.050011648675933836,,0,0
Poland,2020-05-03,13375,348.0,3762.0,664,0.04964485981308411,,498,20
Poland,2020-05-04,13693,357.0,3945.0,678,0.04951435039801359,,318,14
Poland,2020-05-05,14006,365.0,4095.0,698,0.04983578466371555,,313,20
Poland,2020-05-06,14431,376.0,4280.0,716,0.04961541126741044,,425,18
Poland,2020-05-07,14740,384.0,4655.0,733,0.04972862957937585,,309,17
Poland,2020-05-08,15047,392.0,4862.0,755,0.05017611484016748,,307,22
Poland,2020-05-09,15366,400.0,5184.0,776,0.05050110633866979,,319,21
Poland,2020-05-10,15651,408.0,5437.0,785,0.05015653951824165,,285,9
Poland,2020-05-11,15996,417.0,5698.0,800,0.05001250312578145,,345,15
Poland,2020-05-12,16326,425.0,5816.0,811,0.0496753644493446,,330,11
Poland,2020-05-13,16921,441.0,6131.0,839,0.04958335795756752,,595,28
Poland,2020-05-15,17615,459.0,6696.0,883,0.050127732046551236,,694,44
Poland,2020-05-16,18016,469.0,6918.0,907,0.05034413854351688,,401,24
Poland,2020-05-17,18257,476.0,7175.0,915,0.05011776304978912,,241,8
Poland,2020-05-18,18529,483.0,7451.0,925,0.049921744292730316,,272,10
Poland,2020-05-19,18885,492.0,7628.0,936,0.049563145353455115,,356,11
