Location,Date,Confirmed,Case_Per_1M_people,Recovered,Deaths,Mortality,Cases per 1 million people,NewConfirmed,NewDeaths
Namibia,2020-03-31,11.0,5.23,2.0,0.0,0.0,,0.0,0.0
Namibia,2020-04-01,11.0,5.23,2.0,0.0,0.0,,0.0,0.0
Namibia,2020-04-02,14.0,6.66,2.0,0.0,0.0,,3.0,0.0
Namibia,2020-04-03,14.0,6.66,2.0,0.0,0.0,,0.0,0.0
Namibia,2020-04-07,16.0,6.51,2.0,0.0,0.0,,2.0,0.0
Namibia,2020-04-10,16.0,6.51,2.0,0.0,0.0,,0.0,0.0
Namibia,2020-04-11,16.0,6.51,2.0,0.0,0.0,,0.0,0.0
Namibia,2020-04-12,16.0,6.51,2.0,0.0,0.0,,0.0,0.0
Namibia,2020-04-14,16.0,6.51,2.0,0.0,0.0,,0.0,0.0
Namibia,2020-04-17,16.0,6.51,4.0,0.0,0.0,,0.0,0.0
Namibia,2020-04-18,16.0,6.51,6.0,0.0,0.0,,0.0,0.0
Namibia,2020-04-20,16.0,6.51,6.0,0.0,0.0,,0.0,0.0
Namibia,2020-04-22,16.0,6.51,6.0,0.0,0.0,,0.0,0.0
Namibia,2020-04-23,16.0,6.51,6.0,0.0,0.0,,0.0,0.0
Namibia,2020-04-24,16.0,6.51,7.0,0.0,0.0,,0.0,0.0
Namibia,2020-04-25,16.0,6.51,7.0,0.0,0.0,,0.0,0.0
Namibia,2020-04-26,16.0,6.51,7.0,0.0,0.0,,0.0,0.0
Namibia,2020-04-27,16.0,6.51,8.0,0.0,0.0,,0.0,0.0
Namibia,2020-04-28,16.0,6.51,8.0,0.0,0.0,,0.0,0.0
Namibia,2020-04-29,16.0,6.51,8.0,0.0,0.0,,0.0,0.0
Namibia,2020-04-30,16.0,6.51,8.0,0.0,0.0,,0.0,0.0
Namibia,2020-05-01,16.0,7.0,8.0,0.0,0.0,,0.0,0.0
Namibia,2020-05-02,16.0,7.0,8.0,0.0,0.0,,0.0,0.0
Namibia,2020-05-03,16.0,7.0,8.0,0.0,0.0,,0.0,0.0
Namibia,2020-05-04,16.0,7.0,8.0,0.0,0.0,,0.0,0.0
Namibia,2020-05-05,16.0,7.0,8.0,0.0,0.0,,0.0,0.0
Namibia,2020-05-06,16.0,7.0,8.0,0.0,0.0,,0.0,0.0
Namibia,2020-05-07,16.0,7.0,8.0,0.0,0.0,,0.0,0.0
Namibia,2020-05-08,16.0,7.0,9.0,0.0,0.0,,0.0,0.0
Namibia,2020-05-09,16.0,7.0,9.0,0.0,0.0,,0.0,0.0
Namibia,2020-05-10,16.0,7.0,11.0,0.0,0.0,,0.0,0.0
Namibia,2020-05-11,16.0,7.0,11.0,0.0,0.0,,0.0,0.0
Namibia,2020-05-12,16.0,7.0,11.0,0.0,0.0,,0.0,0.0
Namibia,2020-05-13,16.0,7.0,11.0,0.0,0.0,,0.0,0.0
Namibia,2020-05-15,16.0,7.0,12.0,0.0,0.0,,0.0,0.0
Namibia,2020-05-16,16.0,7.0,13.0,0.0,0.0,,0.0,0.0
Namibia,2020-05-17,16.0,7.0,13.0,0.0,0.0,,0.0,0.0
Namibia,2020-05-18,16.0,7.0,13.0,0.0,0.0,,0.0,0.0
Namibia,2020-05-19,16.0,7.0,13.0,0.0,0.0,,0.0,0.0
Namibia,2020-05-20,16.0,7.0,13.0,0.0,0.0,,0.0,0.0
,2020-05-21,,,,,,,,
Namibia,2020-05-22,19.0,8.0,14.0,0.0,0.0,,,
Namibia,2020-05-23,19.0,8.0,14.0,0.0,0.0,,0.0,0.0
Namibia,2020-05-24,20.0,8.0,14.0,0.0,0.0,,1.0,0.0
Namibia,2020-05-25,21.0,9.0,14.0,0.0,0.0,,1.0,0.0
Namibia,2020-05-26,21.0,9.0,14.0,0.0,0.0,,0.0,0.0
Namibia,2020-05-27,21.0,9.0,14.0,0.0,0.0,,0.0,0.0
Namibia,2020-05-28,22.0,9.0,14.0,0.0,0.0,,1.0,0.0
Namibia,2020-05-29,22.0,9.0,14.0,0.0,0.0,,0.0,0.0
Namibia,2020-05-30,23.0,9.0,14.0,0.0,0.0,,1.0,0.0
Namibia,2020-05-31,23.0,9.0,14.0,0.0,0.0,,0.0,0.0
Namibia,2020-06-01,24.0,10.0,14.0,0.0,0.0,,1.0,0.0
Namibia,2020-06-02,25.0,10.0,16.0,0.0,0.0,,1.0,0.0
Namibia,2020-06-03,25.0,10.0,16.0,0.0,0.0,,0.0,0.0
Namibia,2020-06-04,25.0,10.0,16.0,0.0,0.0,,0.0,0.0
Namibia,2020-06-05,25.0,10.0,16.0,0.0,0.0,,0.0,0.0
Namibia,2020-06-06,25.0,10.0,16.0,0.0,0.0,,0.0,0.0
Namibia,2020-06-07,29.0,12.0,16.0,0.0,0.0,,4.0,0.0
Namibia,2020-06-08,29.0,12.0,16.0,0.0,0.0,,0.0,0.0
Namibia,2020-06-09,31.0,13.0,16.0,0.0,0.0,,2.0,0.0
Namibia,2020-06-10,31.0,13.0,16.0,0.0,0.0,,0.0,0.0
Namibia,2020-06-12,31.0,13.0,17.0,0.0,0.0,,0.0,0.0
Namibia,2020-06-13,31.0,13.0,17.0,0.0,0.0,,0.0,0.0
Namibia,2020-06-14,32.0,13.0,17.0,0.0,0.0,,1.0,0.0
